helysegnev;tipus;megye;Járás neve;Járás székhelye;terulet;lakossag;lakosokszama
Söpte;község;Vas;Szombathelyi;Szombathely;1 278;773;280
Söréd;község;Fejér;Móri;Mór;625;543;214
Sukoró;község;Fejér;Gárdonyi;Gárdony;1 627;2029;1020
Sumony;község;Baranya;Szentlőrinci;Szentlőrinc;2 021;418;154
Súr;község;Komárom-Esztergom;Kisbéri;Kisbér;3 737;1234;500
Surd;község;Zala;Nagykanizsai;Nagykanizsa;2 194;552;236
Sükösd;nagyközség;Bács-Kiskun;Bajai;Baja;9 418;3340;1513
Sülysáp;város;Pest;Nagykátai;Nagykáta;4 719;8501;3146
Sümeg;város;Veszprém;Sümegi;Sümeg;6 414;5827;2646
Sümegcsehi;község;Zala;Zalaszentgróti;Zalaszentgrót;1 743;511;262
Sümegprága;község;Veszprém;Sümegi;Sümeg;579;573;249
Süttő;község;Komárom-Esztergom;Esztergomi;Esztergom;3 446;1948;803
Szabadbattyán;nagyközség;Fejér;Székesfehérvári;Székesfehérvár;3 366;4715;1775
Szabadegyháza;község;Fejér;Gárdonyi;Gárdony;4 164;1987;798
Szabadhídvég;község;Fejér;Enyingi;Enying;4 410;809;363
Szabadi;község;Somogy;Kaposvári;Kaposvár;823;260;121
Szabadkígyós;község;Békés;Békéscsabai;Békéscsaba;4 556;2367;1086
Szabadszállás;város;Bács-Kiskun;Kunszentmiklósi;Kunszentmiklós;16 462;5930;3009
Szabadszentkirály;község;Baranya;Szentlőrinci;Szentlőrinc;1 269;716;287
Szabás;község;Somogy;Nagyatádi;Nagyatád;1 811;599;182
Szabolcs;község;Szabolcs-Szatmár-Bereg;Nyíregyházi;Nyíregyháza;588;347;186
Szabolcsbáka;község;Szabolcs-Szatmár-Bereg;Kisvárdai;Kisvárda;1 984;1108;433
Szabolcsveresmart;község;Szabolcs-Szatmár-Bereg;Kisvárdai;Kisvárda;2 295;1424;545
Szada;nagyközség;Pest;Gödöllői;Gödöllő;1 671;6348;2143
Szágy;község;Baranya;Hegyháti;Sásd;940;106;61
Szajk;község;Baranya;Bólyi;Bóly;1 136;758;315
Szajla;község;Heves;Pétervásárai;Pétervására;870;592;327
Szajol;község;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;3 697;3714;1586
Szakácsi;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;863;203;59
Szakadát;község;Tolna;Tamási;Tamási;1 070;214;146
Szakáld;község;Borsod-Abaúj-Zemplén;Tiszaújvárosi;Tiszaújváros;1 140;441;223
Szakály;község;Tolna;Tamási;Tamási;4 102;1203;595
Szakcs;község;Tolna;Dombóvári;Dombóvár;5 579;768;441
Szakmár;község;Bács-Kiskun;Kalocsai;Kalocsa;7 464;1082;591
Szaknyér;község;Vas;Körmendi;Körmend;293;47;44
Szakoly;község;Szabolcs-Szatmár-Bereg;Nagykállói;Nagykálló;4 145;2575;982
Szakony;község;Győr-Moson-Sopron;Soproni;Sopron;1 350;436;217
Szakonyfalu;község;Vas;Szentgotthárdi;Szentgotthárd;1 119;332;139
Szákszend;község;Komárom-Esztergom;Oroszlányi;Oroszlány;3 593;1442;630
Szalafő;község;Vas;Körmendi;Körmend;2 737;205;153
Szalánta;község;Baranya;Pécsi;Pécs;1 708;1131;420
Szalapa;község;Zala;Zalaszentgróti;Zalaszentgrót;452;165;93
Szalaszend;község;Borsod-Abaúj-Zemplén;Encsi;Encs;1 822;1002;366
Szalatnak;község;Baranya;Komlói;Komló;1 028;306;169
Szálka;község;Tolna;Szekszárdi;Szekszárd;1 708;566;253
Szalkszentmárton;község;Bács-Kiskun;Kunszentmiklósi;Kunszentmiklós;8 208;2771;1314
Szalmatercs;község;Nógrád;Szécsényi;Szécsény;758;458;187
Szalonna;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;2 008;993;404
Szamosangyalos;község;Szabolcs-Szatmár-Bereg;Csengeri;Csenger;804;497;187
Szamosbecs;község;Szabolcs-Szatmár-Bereg;Csengeri;Csenger;671;304;166
Szamoskér;község;Szabolcs-Szatmár-Bereg;Mátészalkai;Mátészalka;971;390;183
Szamossályi;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 158;630;317
Szamostatárfalva;község;Szabolcs-Szatmár-Bereg;Csengeri;Csenger;450;285;124
Szamosújlak;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;527;359;188
Szamosszeg;község;Szabolcs-Szatmár-Bereg;Mátészalkai;Mátészalka;3 530;1653;725
Szanda;község;Nógrád;Balassagyarmati;Balassagyarmat;2 148;531;409
Szank;község;Bács-Kiskun;Kiskunmajsai;Kiskunmajsa;7 483;2183;1129
Szántód;község;Somogy;Siófoki;Siófok;791;610;813
Szany;nagyközség;Győr-Moson-Sopron;Csornai;Csorna;3 415;2026;972
Szápár;község;Veszprém;Zirci;Zirc;709;469;192
Szaporca;község;Baranya;Siklósi;Siklós;965;206;97
Szár;község;Fejér;Bicskei;Bicske;2 263;1706;610
Szárász;község;Baranya;Komlói;Komló;598;40;31
Szárazd;község;Tolna;Tamási;Tamási;779;234;121
Szárföld;község;Győr-Moson-Sopron;Kapuvári;Kapuvár;1 711;1038;428
Szárliget;község;Komárom-Esztergom;Tatabányai;Tatabánya;1 456;2356;890
Szarvas;város;Békés;Szarvasi;Szarvas;16 157;14428;7763
Szarvasgede;község;Nógrád;Pásztói;Pásztó;999;401;207
Szarvaskend;község;Vas;Körmendi;Körmend;1 034;201;120
Szarvaskő;község;Heves;Egri;Eger;1 259;322;198
Szászberek;község;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;3 922;905;411
Szászfa;község;Borsod-Abaúj-Zemplén;Szikszói;Szikszó;1 213;99;82
Szászvár;nagyközség;Baranya;Komlói;Komló;2 117;2170;1032
Szatmárcseke;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;3 630;1476;584
Szátok;község;Nógrád;Rétsági;Rétság;895;560;167
Szatta;község;Vas;Körmendi;Körmend;601;62;45
Szatymaz;község;Csongrád-Csanád;Szegedi;Szeged;5 372;4937;2518
Szava;község;Baranya;Siklósi;Siklós;1 264;335;128
Százhalombatta;város;Pest;Érdi;Érd;2 806;17856;7781
Szebény;község;Baranya;Mohácsi;Mohács;1 437;288;163
Szécsénke;község;Nógrád;Balassagyarmati;Balassagyarmat;978;195;127
Szécsény;város;Nógrád;Szécsényi;Szécsény;4 567;5255;2475
Szécsényfelfalu;község;Nógrád;Szécsényi;Szécsény;822;387;220
Szécsisziget;község;Zala;Lenti;Lenti;620;189;105
Szederkény;község;Baranya;Bólyi;Bóly;1 433;1673;681
Szedres;község;Tolna;Szekszárdi;Szekszárd;4 631;1974;783
Szeged;megyeszékhely, megyei jogú város;Csongrád-Csanád;Szegedi;Szeged;28 100;158829;88416
Szegerdő;község;Somogy;Marcali;Marcali;546;200;93
Szeghalom;város;Békés;Szeghalmi;Szeghalom;21 713;8074;3877
Szegi;község;Borsod-Abaúj-Zemplén;Tokaji;Tokaj;905;257;146
Szegilong;község;Borsod-Abaúj-Zemplén;Tokaji;Tokaj;694;226;120
Szegvár;nagyközség;Csongrád-Csanád;Szentesi;Szentes;8 622;3975;2097
Székely;község;Szabolcs-Szatmár-Bereg;Kemecsei;Kemecse;1 608;1004;347
Székelyszabar;község;Baranya;Mohácsi;Mohács;1 548;520;239
Székesfehérvár;megyeszékhely, megyei jogú város;Fejér;Székesfehérvári;Székesfehérvár;17 089;95915;48340
Székkutas;község;Csongrád-Csanád;Hódmezővásárhelyi;Hódmezővásárhely;12 561;1907;945
Szekszárd;megyeszékhely, megyei jogú város;Tolna;Szekszárdi;Szekszárd;9 628;30057;15950
Szeleste;község;Vas;Sárvári;Sárvár;2 075;656;278
Szelevény;község;Jász-Nagykun-Szolnok;Kunszentmártoni;Kunszentmárton;4 539;951;593
Szellő;község;Baranya;Pécsváradi;Pécsvárad;596;106;68
Szemely;község;Baranya;Pécsi;Pécs;947;462;190
Szemenye;község;Vas;Vasvári;Vasvár;1 180;339;187
Szemere;község;Borsod-Abaúj-Zemplén;Encsi;Encs;2 630;391;140
Szendehely;község;Nógrád;Rétsági;Rétság;1 004;1654;662
Szendrő;város;Borsod-Abaúj-Zemplén;Edelényi;Edelény;5 356;4004;1386
Szendrőlád;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 770;2209;434
Szenna;község;Somogy;Kaposvári;Kaposvár;2 698;734;284
Szenta;község;Somogy;Csurgói;Csurgó;6 447;347;153
Szentantalfa;község;Veszprém;Balatonfüredi;Balatonfüred;664;519;181
Szentbalázs;község;Somogy;Kaposvári;Kaposvár;1 214;325;113
Szentbékkálla;község;Veszprém;Tapolcai;Tapolca;1 070;189;124
Szentborbás;község;Somogy;Barcsi;Barcs;747;105;63
Szentdénes;község;Baranya;Szentlőrinci;Szentlőrinc;1 215;312;134
Szentdomonkos;község;Heves;Pétervásárai;Pétervására;1 840;463;208
Szente;község;Nógrád;Rétsági;Rétság;753;293;160
Szentegát;község;Baranya;Szigetvári;Szigetvár;2 778;333;151
Szentendre;város;Pest;Szentendrei;Szentendre;4 382;28494;11585
Szentes;város;Csongrád-Csanád;Szentesi;Szentes;35 325;25417;12518
Szentgál;község;Veszprém;Veszprémi;Veszprém;9 502;2665;1004
Szentgáloskér;község;Somogy;Kaposvári;Kaposvár;2 725;485;236
Szentgotthárd;város;Vas;Szentgotthárdi;Szentgotthárd;6 773;8285;3521
Szentgyörgyvár;község;Zala;Keszthelyi;Keszthely;1 165;356;180
Szentgyörgyvölgy;község;Zala;Lenti;Lenti;2 958;361;211
Szentimrefalva;község;Veszprém;Sümegi;Sümeg;1 087;160;95
Szentistván;nagyközség;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;5 107;2335;1112
Szentistvánbaksa;község;Borsod-Abaúj-Zemplén;Szikszói;Szikszó;656;244;129
Szentjakabfa;község;Veszprém;Balatonfüredi;Balatonfüred;576;114;51
Szentkatalin;község;Baranya;Szentlőrinci;Szentlőrinc;1 331;95;66
Szentkirály;község;Bács-Kiskun;Tiszakécskei;Tiszakécske;10 189;1854;909
Szentkirályszabadja;község;Veszprém;Veszprémi;Veszprém;2 238;2017;713
Szentkozmadombja;község;Zala;Zalaegerszegi;Zalaegerszeg;508;76;66
Szentlászló;község;Baranya;Szigetvári;Szigetvár;1 406;779;285
Szentliszló;község;Zala;Letenyei;Letenye;689;247;131
Szentlőrinc;város;Baranya;Szentlőrinci;Szentlőrinc;2 781;6042;2548
Szentlőrinckáta;község;Pest;Nagykátai;Nagykáta;2 015;1904;834
Szentmargitfalva;község;Zala;Letenyei;Letenye;312;87;65
Szentmártonkáta;nagyközség;Pest;Nagykátai;Nagykáta;5 218;4883;1999
Szentpéterfa;község;Vas;Szombathelyi;Szombathely;3 124;966;385
Szentpéterfölde;község;Zala;Zalaegerszegi;Zalaegerszeg;1 199;106;79
Szentpéterszeg;község;Hajdú-Bihar;Berettyóújfalui;Berettyóújfalu;2 551;992;471
Szentpéterúr;község;Zala;Zalaegerszegi;Zalaegerszeg;1 596;944;408
Szenyér;község;Somogy;Marcali;Marcali;2 019;297;135
Szepetnek;község;Zala;Nagykanizsai;Nagykanizsa;3 039;1443;547
Szerecseny;község;Győr-Moson-Sopron;Téti;Tét;1 238;825;366
Szeremle;község;Bács-Kiskun;Bajai;Baja;3 406;1261;610
Szerencs;város;Borsod-Abaúj-Zemplén;Szerencsi;Szerencs;3 668;8445;3777
Szerep;község;Hajdú-Bihar;Püspökladányi;Püspökladány;5 604;1458;503
Szergény;község;Vas;Celldömölki;Celldömölk;1 561;258;164
Szigetbecse;község;Pest;Ráckevei;Ráckeve;1 712;1379;628
Szigetcsép;község;Pest;Ráckevei;Ráckeve;1 820;2740;1102
Szigethalom;város;Pest;Szigetszentmiklósi;Szigetszentmiklós;912;18286;6611
Szigetmonostor;község;Pest;Szentendrei;Szentendre;2 351;2999;1486
Szigetszentmárton;község;Pest;Ráckevei;Ráckeve;1 073;2579;1303
Szigetszentmiklós;város;Pest;Szigetszentmiklósi;Szigetszentmiklós;4 565;39954;16580
Szigetújfalu;község;Pest;Ráckevei;Ráckeve;1 083;2183;924
Szigetvár;város;Baranya;Szigetvári;Szigetvár;3 952;9594;4917
Szigliget;község;Veszprém;Tapolcai;Tapolca;3 426;825;412
Szihalom;község;Heves;Füzesabonyi;Füzesabony;3 417;1986;983
Szijártóháza;község;Zala;Lenti;Lenti;378;42;27
Szikszó;város;Borsod-Abaúj-Zemplén;Szikszói;Szikszó;3 623;5513;2119
Szil;község;Győr-Moson-Sopron;Csornai;Csorna;3 104;1316;600
Szilágy;község;Baranya;Pécsi;Pécs;1 155;283;134
Szilaspogony;község;Nógrád;Salgótarjáni;Salgótarján;1 440;317;167
Szilsárkány;község;Győr-Moson-Sopron;Csornai;Csorna;1 670;684;317
Szilvágy;község;Zala;Lenti;Lenti;2 427;198;93
Szilvás;község;Baranya;Pécsi;Pécs;604;122;57
Szilvásvárad;község;Heves;Bélapátfalvai;Bélapátfalva;3 782;1406;748
Szilvásszentmárton;község;Somogy;Kaposvári;Kaposvár;708;166;64
Szin;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 810;824;241
Szinpetri;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;971;192;99
Szirák;község;Nógrád;Pásztói;Pásztó;1 909;1084;427
Szirmabesenyő;nagyközség;Borsod-Abaúj-Zemplén;Miskolci;Miskolc;1 575;4356;1659
Szob;város;Pest;Szobi;Szob;1 797;2501;1096
Szokolya;község;Pest;Szobi;Szob;5 905;1965;789
Szólád;község;Somogy;Siófoki;Siófok;1 998;526;296
Szolnok;megyeszékhely, megyei jogú város;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;18 724;67126;35912
Szombathely;megyeszékhely, megyei jogú város;Vas;Szombathelyi;Szombathely;9 870;78446;36427
Szomód;község;Komárom-Esztergom;Tatai;Tata;2 839;2304;899
Szomolya;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;2 269;1485;706
Szomor;község;Komárom-Esztergom;Tatabányai;Tatabánya;1 319;1093;403
Szorgalmatos;község;Szabolcs-Szatmár-Bereg;Tiszavasvári;Tiszavasvári;844;745;334
Szorosad;község;Somogy;Tabi;Tab;648;102;55
Szőc;község;Veszprém;Ajkai;Ajka;755;460;118
Szőce;község;Vas;Körmendi;Körmend;1 871;343;219
Sződ;község;Pest;Váci;Vác;1 354;3482;1114
Sződliget;nagyközség;Pest;Váci;Vác;731;4825;1680
Szögliget;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;3 474;533;391
Szőke;község;Baranya;Pécsi;Pécs;648;126;52
Szőkéd;község;Baranya;Pécsi;Pécs;958;339;138
Szőkedencs;község;Somogy;Marcali;Marcali;1 869;265;189
Szőlősardó;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 066;107;87
Szőlősgyörök;község;Somogy;Fonyódi;Fonyód;1 863;1220;603
Szörény;község;Baranya;Szigetvári;Szigetvár;441;81;33
Szúcs;község;Heves;Egri;Eger;849;360;164
Szuha;község;Nógrád;Bátonyterenyei;Bátonyterenye;1 756;565;372
Szuhafő;község;Borsod-Abaúj-Zemplén;Putnoki;Putnok;1 605;100;81
Szuhakálló;község;Borsod-Abaúj-Zemplén;Kazincbarcikai;Kazincbarcika;696;951;378
Szuhogy;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;1 700;1014;435
Szulimán;község;Baranya;Szigetvári;Szigetvár;1 049;250;108
Szulok;község;Somogy;Barcsi;Barcs;2 791;584;291
Szurdokpüspöki;község;Nógrád;Pásztói;Pásztó;2 670;1758;892
Szűcsi;község;Heves;Hatvani;Hatvan;1 738;1421;653
Szügy;község;Nógrád;Balassagyarmati;Balassagyarmat;1 950;1413;517
Szűr;község;Baranya;Mohácsi;Mohács;784;240;122
Tab;város;Somogy;Tabi;Tab;2 586;4131;1905
Tabajd;község;Fejér;Bicskei;Bicske;2 657;979;366
Tabdi;község;Bács-Kiskun;Kiskőrösi;Kiskőrös;2 139;1033;542
Táborfalva;nagyközség;Pest;Dabasi;Dabas;4 205;3350;1503
Tác;község;Fejér;Székesfehérvári;Székesfehérvár;4 569;1684;615
Tagyon;község;Veszprém;Balatonfüredi;Balatonfüred;276;112;40
Tahitótfalu;község;Pest;Szentendrei;Szentendre;3 917;6224;2410
Takácsi;község;Veszprém;Pápai;Pápa;1 913;798;355
Tákos;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;Vásárosnamény;1 082;354;138
Taksony;nagyközség;Pest;Szigetszentmiklósi;Szigetszentmiklós;2 085;6842;2530
Taktabáj;község;Borsod-Abaúj-Zemplén;Tokaji;Tokaj;1 682;576;204
Taktaharkány;nagyközség;Borsod-Abaúj-Zemplén;Szerencsi;Szerencs;3 913;3478;1284
Taktakenéz;község;Borsod-Abaúj-Zemplén;Szerencsi;Szerencs;1 974;1122;368
Taktaszada;község;Borsod-Abaúj-Zemplén;Szerencsi;Szerencs;2 574;1783;634
Taliándörögd;község;Veszprém;Tapolcai;Tapolca;2 808;721;316
Tállya;község;Borsod-Abaúj-Zemplén;Szerencsi;Szerencs;3 796;1606;940
Tamási;város;Tolna;Tamási;Tamási;11 195;7591;3824
Tanakajd;község;Vas;Szombathelyi;Szombathely;1 182;763;278
Táp;község;Győr-Moson-Sopron;Pannonhalmi;Pannonhalma;1 988;718;299
Tápióbicske;község;Pest;Nagykátai;Nagykáta;4 848;3571;1507
Tápiógyörgye;község;Pest;Nagykátai;Nagykáta;5 331;3493;1493
Tápióság;község;Pest;Nagykátai;Nagykáta;3 354;2716;1148
Tápiószecső;nagyközség;Pest;Nagykátai;Nagykáta;3 838;6171;2400
Tápiószele;város;Pest;Nagykátai;Nagykáta;3 699;5928;2365
Tápiószentmárton;nagyközség;Pest;Nagykátai;Nagykáta;10 291;5721;2517
Tápiószőlős;község;Pest;Ceglédi;Cegléd;3 181;2887;1333
Táplánszentkereszt;község;Vas;Szombathelyi;Szombathely;2 008;2568;887
Tapolca;város;Veszprém;Tapolcai;Tapolca;6 345;14206;6869
Tapsony;község;Somogy;Marcali;Marcali;3 161;565;375
Tápszentmiklós;község;Győr-Moson-Sopron;Pannonhalmi;Pannonhalma;2 075;916;342
Tar;község;Nógrád;Pásztói;Pásztó;2 734;1789;833
Tarany;község;Somogy;Nagyatádi;Nagyatád;5 468;1090;455
Tarcal;község;Borsod-Abaúj-Zemplén;Tokaji;Tokaj;5 372;2654;1262
Tard;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;4 047;1056;561
Tardona;község;Borsod-Abaúj-Zemplén;Kazincbarcikai;Kazincbarcika;1 230;969;426
Tardos;község;Komárom-Esztergom;Tatai;Tata;2 332;1635;706
Tarhos;község;Békés;Békési;Békés;5 745;705;355
Tarján;község;Komárom-Esztergom;Tatabányai;Tatabánya;4 307;2756;1068
Tarjánpuszta;község;Győr-Moson-Sopron;Pannonhalmi;Pannonhalma;844;417;153
Tárkány;község;Komárom-Esztergom;Kisbéri;Kisbér;6 494;1413;608
Tarnabod;község;Heves;Hevesi;Heves;1 033;739;176
Tarnalelesz;község;Heves;Pétervásárai;Pétervására;3 713;1532;621
Tarnaméra;község;Heves;Hevesi;Heves;2 826;1515;723
Tarnaörs;község;Heves;Hevesi;Heves;3 028;1788;707
Tarnaszentmária;község;Heves;Egri;Eger;1 100;224;180
Tarnaszentmiklós;község;Heves;Hevesi;Heves;3 500;766;392
Tarnazsadány;község;Heves;Hevesi;Heves;2 519;1259;443
Tárnok;nagyközség;Pest;Érdi;Érd;2 361;10526;3712
Tárnokréti;község;Győr-Moson-Sopron;Csornai;Csorna;954;179;104
Tarpa;nagyközség;Szabolcs-Szatmár-Bereg;Vásárosnaményi;Vásárosnamény;4 973;2422;882
Tarrós;község;Baranya;Hegyháti;Sásd;529;102;52
Táska;község;Somogy;Marcali;Marcali;2 598;386;192
Tass;község;Bács-Kiskun;Kunszentmiklósi;Kunszentmiklós;7 473;2848;1323
Taszár;község;Somogy;Kaposvári;Kaposvár;1 729;1732;820
Tát;város;Komárom-Esztergom;Esztergomi;Esztergom;1 206;5239;2061
Tata;város;Komárom-Esztergom;Tatai;Tata;7 809;23881;10693
Tatabánya;megyeszékhely, megyei jogú város;Komárom-Esztergom;Tatabányai;Tatabánya;9 142;65874;31453
Tataháza;község;Bács-Kiskun;Bácsalmási;Bácsalmás;2 610;1074;639
Tatárszentgyörgy;község;Pest;Dabasi;Dabas;5 506;1861;675
Tázlár;község;Bács-Kiskun;Kiskőrösi;Kiskőrös;7 338;1673;821
Téglás;város;Hajdú-Bihar;Hajdúhadházi;Hajdúhadház;3 833;6229;2381
Tekenye;község;Zala;Zalaszentgróti;Zalaszentgrót;696;423;249
Tékes;község;Baranya;Hegyháti;Sásd;1 256;200;102
Teklafalu;község;Baranya;Szigetvári;Szigetvár;1 676;323;126
Telekes;község;Vas;Vasvári;Vasvár;1 081;429;192
Telekgerendás;község;Békés;Békéscsabai;Békéscsaba;7 237;1394;662
Teleki;község;Somogy;Siófoki;Siófok;805;202;107
Telki;község;Pest;Budakeszi;Budakeszi;1 047;4478;1511
Telkibánya;község;Borsod-Abaúj-Zemplén;Gönci;Gönc;4 682;575;372
Tengelic;község;Tolna;Paksi;Paks;7 093;2013;980
Tengeri;község;Baranya;Sellyei;Sellye;446;54;29
Tengőd;község;Somogy;Tabi;Tab;3 021;396;259
Tenk;község;Heves;Hevesi;Heves;1 234;1126;464
Tényő;község;Győr-Moson-Sopron;Győri;Győr;2 638;1739;732
Tépe;község;Hajdú-Bihar;Derecskei;Derecske;2 322;1012;405
Terem;község;Szabolcs-Szatmár-Bereg;Nyírbátori;Nyírbátor;4 950;587;280
Terény;község;Nógrád;Balassagyarmati;Balassagyarmat;2 435;350;245
Tereske;község;Nógrád;Rétsági;Rétság;1 703;688;307
Teresztenye;község;Borsod-Abaúj-Zemplén;Edelényi;Edelény;869;27;30
Terpes;község;Heves;Pétervásárai;Pétervására;220;202;98
Tés;község;Veszprém;Várpalotai;Várpalota;4 903;805;422
Tésa;község;Pest;Szobi;Szob;438;90;44
Tésenfa;község;Baranya;Siklósi;Siklós;840;156;81
Téseny;község;Baranya;Sellyei;Sellye;1 208;281;103
Teskánd;község;Zala;Zalaegerszegi;Zalaegerszeg;485;1243;466
Tét;város;Győr-Moson-Sopron;Téti;Tét;5 635;4134;1610
Tetétlen;község;Hajdú-Bihar;Püspökladányi;Püspökladány;3 211;1245;505
Tevel;község;Tolna;Bonyhádi;Bonyhád;2 527;1248;560
Tibolddaróc;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;3 032;1200;652
Tiborszállás;község;Szabolcs-Szatmár-Bereg;Mátészalkai;Mátészalka;2 552;890;360
Tihany;község;Veszprém;Balatonfüredi;Balatonfüred;2 733;1334;828
Tikos;község;Somogy;Marcali;Marcali;335;146;50
Tilaj;község;Zala;Zalaegerszegi;Zalaegerszeg;816;194;106
Timár;község;Szabolcs-Szatmár-Bereg;Nyíregyházi;Nyíregyháza;2 182;1187;479
Tinnye;község;Pest;Pilisvörösvári;Pilisvörösvár;1 614;1898;729
Tiszaadony;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;Vásárosnamény;1 563;583;243
Tiszaalpár;nagyközség;Bács-Kiskun;Tiszakécskei;Tiszakécske;9 113;4856;2237
Tiszabábolna;község;Borsod-Abaúj-Zemplén;Mezőkövesdi;Mezőkövesd;3 269;281;278
Tiszabecs;nagyközség;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 714;1115;419
Tiszabercel;község;Szabolcs-Szatmár-Bereg;Ibrányi;Ibrány;3 138;1735;722
Tiszabezdéd;község;Szabolcs-Szatmár-Bereg;Záhonyi;Záhony;1 864;1741;651
Tiszabő;község;Jász-Nagykun-Szolnok;Kunhegyesi;Kunhegyes;3 504;2164;432
Tiszabura;község;Jász-Nagykun-Szolnok;Kunhegyesi;Kunhegyes;4 520;3127;848
Tiszacsécse;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;480;216;109
Tiszacsege;város;Hajdú-Bihar;Balmazújvárosi;Balmazújváros;13 640;4322;2137
Tiszacsermely;község;Borsod-Abaúj-Zemplén;Cigándi;Cigánd;2 028;424;176
Tiszadada;község;Szabolcs-Szatmár-Bereg;Tiszavasvári;Tiszavasvári;4 877;2016;902
Tiszaderzs;község;Jász-Nagykun-Szolnok;Tiszafüredi;Tiszafüred;2 719;1006;627
Tiszadob;nagyközség;Szabolcs-Szatmár-Bereg;Tiszavasvári;Tiszavasvári;8 259;2567;1136
Tiszadorogma;község;Borsod-Abaúj-Zemplén;Mezőcsáti;Mezőcsát;4 661;342;249
Tiszaeszlár;község;Szabolcs-Szatmár-Bereg;Tiszavasvári;Tiszavasvári;5 453;2350;925
Tiszaföldvár;város;Jász-Nagykun-Szolnok;Kunszentmártoni;Kunszentmárton;8 034;10039;4616
Tiszafüred;város;Jász-Nagykun-Szolnok;Tiszafüredi;Tiszafüred;16 219;10752;5250
Tiszagyenda;község;Jász-Nagykun-Szolnok;Kunhegyesi;Kunhegyes;3 693;948;511
Tiszagyulaháza;község;Hajdú-Bihar;Hajdúnánási;Hajdúnánás;2 078;681;348
Tiszaigar;község;Jász-Nagykun-Szolnok;Tiszafüredi;Tiszafüred;3 404;700;381
Tiszainoka;község;Jász-Nagykun-Szolnok;Kunszentmártoni;Kunszentmárton;1 792;393;199
Tiszajenő;község;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;2 819;1478;820
Tiszakanyár;község;Szabolcs-Szatmár-Bereg;Kisvárdai;Kisvárda;1 551;1495;520
Tiszakarád;község;Borsod-Abaúj-Zemplén;Cigándi;Cigánd;4 756;2166;868
Tiszakécske;város;Bács-Kiskun;Tiszakécskei;Tiszakécske;13 327;11664;5576
Tiszakerecseny;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;Vásárosnamény;2 386;881;374
Tiszakeszi;község;Borsod-Abaúj-Zemplén;Mezőcsáti;Mezőcsát;4 617;2459;1028
Tiszakóród;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;Fehérgyarmat;1 669;723;297
Tiszakürt;község;Jász-Nagykun-Szolnok;Kunszentmártoni;Kunszentmárton;2 837;1231;689
Tiszaladány;község;Borsod-Abaúj-Zemplén;Tokaji;Tokaj;2 219;593;313
Tiszalök;város;Szabolcs-Szatmár-Bereg;Tiszavasvári;Tiszavasvári;5 867;5373;2219
Tiszalúc;nagyközség;Borsod-Abaúj-Zemplén;Szerencsi;Szerencs;4 488;4755;1797
Tiszamogyorós;község;Szabolcs-Szatmár-Bereg;Záhonyi;Záhony;1 025;607;249
Tiszanagyfalu;község;Szabolcs-Szatmár-Bereg;Nyíregyházi;Nyíregyháza;2 705;1737;671
Tiszanána;község;Heves;Hevesi;Heves;6 814;2315;995
Tiszaörs;község;Jász-Nagykun-Szolnok;Tiszafüredi;Tiszafüred;3 710;1263;687
Tiszapalkonya;község;Borsod-Abaúj-Zemplén;Tiszaújvárosi;Tiszaújváros;1 349;1431;616
Tiszapüspöki;község;Jász-Nagykun-Szolnok;Törökszentmiklósi;Törökszentmiklós;3 745;1981;845
Tiszarád;község;Szabolcs-Szatmár-Bereg;Kemecsei;Kemecse;923;527;173
Tiszaroff;község;Jász-Nagykun-Szolnok;Kunhegyesi;Kunhegyes;5 249;1531;862
Tiszasas;község;Jász-Nagykun-Szolnok;Kunszentmártoni;Kunszentmárton;2 879;978;566
Tiszasüly;község;Jász-Nagykun-Szolnok;Szolnoki;Szolnok;9 177;1384;747
